case,group,steep_start,window,candidate,boundary,gt,error
IcItMD_residual_noisy,noisy,False,7,tau0.20_sustained3,4,3.0,1.0
IcItMD_residual_noisy,noisy,False,7,tau0.30_single,5,3.0,2.0
IcItMD_residual_noisy,noisy,False,7,tau0.30_sustained3,5,3.0,2.0
IcItMD_residual_noisy,noisy,False,7,knee,16,3.0,13.0
IcItMD_residual_noisy,noisy,False,9,tau0.10_single,3,3.0,0.0
IcItMD_residual_noisy,noisy,False,9,tau0.10_sustained3,3,3.0,0.0
IcItMD_residual_noisy,noisy,False,9,tau0.15_single,4,3.0,1.0
IcItMD_residual_noisy,noisy,False,9,tau0.15_sustained3,4,3.0,1.0
IcItMD_residual_noisy,noisy,False,9,tau0.20_single,4,3.0,1.0
IcItMD_residual_noisy,noisy,False,9,tau0.20_sustained3,4,3.0,1.0
IcItMD_residual_noisy,noisy,False,9,tau0.30_single,5,3.0,2.0
IcItMD_residual_noisy,noisy,False,9,tau0.30_sustained3,5,3.0,2.0
IcItMD_residual_noisy,noisy,False,9,knee,26,3.0,23.0
ItMD_noisy,noisy,False,0,tau0.10_single,0,,
ItMD_noisy,noisy,False,0,tau0.10_sustained3,2,,
ItMD_noisy,noisy,False,0,tau0.15_single,2,,
ItMD_noisy,noisy,False,0,tau0.15_sustained3,2,,
ItMD_noisy,noisy,False,0,tau0.20_single,3,,
ItMD_noisy,noisy,False,0,tau0.20_sustained3,3,,
ItMD_noisy,noisy,False,0,tau0.30_single,3,,
ItMD_noisy,noisy,False,0,tau0.30_sustained3,6,,
ItMD_noisy,noisy,False,0,knee,6,,
ItMD_noisy,noisy,False,3,tau0.10_single,0,,
ItMD_noisy,noisy,False,3,tau0.10_sustained3,2,,
ItMD_noisy,noisy,False,3,tau0.15_single,2,,
ItMD_noisy,noisy,False,3,tau0.15_sustained3,2,,
ItMD_noisy,noisy,False,3,tau0.20_single,3,,
ItMD_noisy,noisy,False,3,tau0.20_sustained3,3,,
ItMD_noisy,noisy,False,3,tau0.30_single,3,,
ItMD_noisy,noisy,False,3,tau0.30_sustained3,6,,
ItMD_noisy,noisy,False,3,knee,6,,
ItMD_noisy,noisy,False,5,tau0.10_single,2,,
ItMD_noisy,noisy,False,5,tau0.10_sustained3,2,,
ItMD_noisy,noisy,False,5,tau0.15_single,2,,
ItMD_noisy,noisy,False,5,tau0.15_sustained3,2,,
ItMD_noisy,noisy,False,5,tau0.20_single,2,,
ItMD_noisy,noisy,False,5,tau0.20_sustained3,2,,
ItMD_noisy,noisy,False,5,tau0.30_single,3,,
ItMD_noisy,noisy,False,5,tau0.30_sustained3,3,,
ItMD_noisy,noisy,False,5,knee,6,,
ItMD_noisy,noisy,False,7,tau0.10_single,1,,
ItMD_noisy,noisy,False,7,tau0.10_sustained3,1,,
ItMD_noisy,noisy,False,7,tau0.15_single,2,,
ItMD_noisy,noisy,False,7,tau0.15_sustained3,2,,
ItMD_noisy,noisy,False,7,tau0.20_single,2,,
ItMD_noisy,noisy,False,7,tau0.20_sustained3,2,,
ItMD_noisy,noisy,False,7,tau0.30_single,3,,
ItMD_noisy,noisy,False,7,tau0.30_sustained3,3,,
ItMD_noisy,noisy,False,7,knee,6,,
ItMD_noisy,noisy,False,9,tau0.10_single,0,,
ItMD_noisy,noisy,False,9,tau0.10_sustained3,0,,
ItMD_noisy,noisy,False,9,tau0.15_single,1,,
ItMD_noisy,noisy,False,9,tau0.15_sustained3,1,,
ItMD_noisy,noisy,False,9,tau0.20_single,2,,
ItMD_noisy,noisy,False,9,tau0.20_sustained3,2,,
ItMD_noisy,noisy,False,9,tau0.30_single,4,,
ItMD_noisy,noisy,False,9,tau0.30_sustained3,4,,
ItMD_noisy,noisy,False,9,knee,5,,
IcDItMD_noisy,noisy,False,0,tau0.10_single,0,,
IcDItMD_noisy,noisy,False,0,tau0.10_sustained3,0,,
IcDItMD_noisy,noisy,False,0,tau0.15_single,0,,
IcDItMD_noisy,noisy,False,0,tau0.15_sustained3,3,,
IcDItMD_noisy,noisy,False,0,tau0.20_single,3,,
IcDItMD_noisy,noisy,False,0,tau0.20_sustained3,3,,
IcDItMD_noisy,noisy,False,0,tau0.30_single,3,,
IcDItMD_noisy,noisy,False,0,tau0.30_sustained3,3,,
IcDItMD_noisy,noisy,False,0,knee,22,,
IcDItMD_noisy,noisy,False,3,tau0.10_single,0,,
IcDItMD_noisy,noisy,False,3,tau0.10_sustained3,0,,
IcDItMD_noisy,noisy,False,3,tau0.15_single,0,,
IcDItMD_noisy,noisy,False,3,tau0.15_sustained3,3,,
IcDItMD_noisy,noisy,False,3,tau0.20_single,3,,
IcDItMD_noisy,noisy,False,3,tau0.20_sustained3,3,,
IcDItMD_noisy,noisy,False,3,tau0.30_single,3,,
IcDItMD_noisy,noisy,False,3,tau0.30_sustained3,3,,
IcDItMD_noisy,noisy,False,3,knee,22,,
IcDItMD_noisy,noisy,False,5,tau0.10_single,0,,
IcDItMD_noisy,noisy,False,5,tau0.10_sustained3,0,,
IcDItMD_noisy,noisy,False,5,tau0.15_single,2,,
IcDItMD_noisy,noisy,False,5,tau0.15_sustained3,2,,
IcDItMD_noisy,noisy,False,5,tau0.20_single,2,,
IcDItMD_noisy,noisy,False,5,tau0.20_sustained3,2,,
IcDItMD_noisy,noisy,False,5,tau0.30_single,3,,
IcDItMD_noisy,noisy,False,5,tau0.30_sustained3,3,,
IcDItMD_noisy,noisy,False,5,knee,3,,
IcDItMD_noisy,noisy,False,7,tau0.10_single,1,,
IcDItMD_noisy,noisy,False,7,tau0.10_sustained3,1,,
IcDItMD_noisy,noisy,False,7,tau0.15_single,2,,
IcDItMD_noisy,noisy,False,7,tau0.15_sustained3,2,,
IcDItMD_noisy,noisy,False,7,tau0.20_single,2,,
IcDItMD_noisy,noisy,False,7,tau0.20_sustained3,2,,
IcDItMD_noisy,noisy,False,7,tau0.30_single,2,,
IcDItMD_noisy,noisy,False,7,tau0.30_sustained3,2,,
IcDItMD_noisy,noisy,False,7,knee,2,,
IcDItMD_noisy,noisy,False,9,tau0.10_single,0,,
IcDItMD_noisy,noisy,False,9,tau0.10_sustained3,0,,
IcDItMD_noisy,noisy,False,9,tau0.15_single,1,,
IcDItMD_noisy,noisy,False,9,tau0.15_sustained3,1,,
IcDItMD_noisy,noisy,False,9,tau0.20_single,2,,
IcDItMD_noisy,noisy,False,9,tau0.20_sustained3,2,,
IcDItMD_noisy,noisy,False,9,tau0.30_single,2,,
IcDItMD_noisy,noisy,False,9,tau0.30_sustained3,2,,
IcDItMD_noisy,noisy,False,9,knee,4,,
IcDItMD_residual_noisy,noisy,False,0,tau0.10_single,1,,
IcDItMD_residual_noisy,noisy,False,0,tau0.10_sustained3,1,,
IcDItMD_residual_noisy,noisy,False,0,tau0.15_single,2,,
IcDItMD_residual_noisy,noisy,False,0,tau0.15_sustained3,2,,
IcDItMD_residual_noisy,noisy,False,0,tau0.20_single,3,,
IcDItMD_residual_noisy,noisy,False,0,tau0.20_sustained3,3,,
IcDItMD_residual_noisy,noisy,False,0,tau0.30_single,3,,
IcDItMD_residual_noisy,noisy,False,0,tau0.30_sustained3,3,,
IcDItMD_residual_noisy,noisy,False,0,knee,28,,
IcDItMD_residual_noisy,noisy,False,3,tau0.10_single,1,,
IcDItMD_residual_noisy,noisy,False,3,tau0.10_sustained3,1,,
IcDItMD_residual_noisy,noisy,False,3,tau0.15_single,2,,
IcDItMD_residual_noisy,noisy,False,3,tau0.15_sustained3,2,,
IcDItMD_residual_noisy,noisy,False,3,tau0.20_single,3,,
IcDItMD_residual_noisy,noisy,False,3,tau0.20_sustained3,3,,
IcDItMD_residual_noisy,noisy,False,3,tau0.30_single,3,,
IcDItMD_residual_noisy,noisy,False,3,tau0.30_sustained3,3,,
IcDItMD_residual_noisy,noisy,False,3,knee,28,,
IcDItMD_residual_noisy,noisy,False,5,tau0.10_single,2,,
IcDItMD_residual_noisy,noisy,False,5,tau0.10_sustained3,2,,
IcDItMD_residual_noisy,noisy,False,5,tau0.15_single,2,,
IcDItMD_residual_noisy,noisy,False,5,tau0.15_sustained3,2,,
IcDItMD_residual_noisy,noisy,False,5,tau0.20_single,2,,
IcDItMD_residual_noisy,noisy,False,5,tau0.20_sustained3,2,,
IcDItMD_residual_noisy,noisy,False,5,tau0.30_single,2,,
IcDItMD_residual_noisy,noisy,False,5,tau0.30_sustained3,2,,
IcDItMD_residual_noisy,noisy,False,5,knee,28,,
IcDItMD_residual_noisy,noisy,False,7,tau0.10_single,1,,
IcDItMD_residual_noisy,noisy,False,7,tau0.10_sustained3,1,,
IcDItMD_residual_noisy,noisy,False,7,tau0.15_single,2,,
IcDItMD_residual_noisy,noisy,False,7,tau0.15_sustained3,2,,
IcDItMD_residual_noisy,noisy,False,7,tau0.20_single,2,,
IcDItMD_residual_noisy,noisy,False,7,tau0.20_sustained3,2,,
IcDItMD_residual_noisy,noisy,False,7,tau0.30_single,2,,
IcDItMD_residual_noisy,noisy,False,7,tau0.30_sustained3,2,,
IcDItMD_residual_noisy,noisy,False,7,knee,29,,
IcDItMD_residual_noisy,noisy,False,9,tau0.10_single,0,,
IcDItMD_residual_noisy,noisy,False,9,tau0.10_sustained3,0,,
IcDItMD_residual_noisy,noisy,False,9,tau0.15_single,1,,
IcDItMD_residual_noisy,noisy,False,9,tau0.15_sustained3,1,,
IcDItMD_residual_noisy,noisy,False,9,tau0.20_single,1,,
IcDItMD_residual_noisy,noisy,False,9,tau0.20_sustained3,1,,
IcDItMD_residual_noisy,noisy,False,9,tau0.30_single,2,,
IcDItMD_residual_noisy,noisy,False,9,tau0.30_sustained3,2,,
IcDItMD_residual_noisy,noisy,False,9,knee,3,,
DItMD_noisy,noisy,True,0,tau0.10_single,0,,
DItMD_noisy,noisy,True,0,tau0.10_sustained3,0,,
DItMD_noisy,noisy,True,0,tau0.15_single,0,,
DItMD_noisy,noisy,True,0,tau0.15_sustained3,0,,
DItMD_noisy,noisy,True,0,tau0.20_single,0,,
DItMD_noisy,noisy,True,0,tau0.20_sustained3,0,,
DItMD_noisy,noisy,True,0,tau0.30_single,0,,
DItMD_noisy,noisy,True,0,tau0.30_sustained3,0,,
DItMD_noisy,noisy,True,0,knee,3,,
DItMD_noisy,noisy,True,3,tau0.10_single,0,,
DItMD_noisy,noisy,True,3,tau0.10_sustained3,0,,
DItMD_noisy,noisy,True,3,tau0.15_single,0,,
DItMD_noisy,noisy,True,3,tau0.15_sustained3,0,,
DItMD_noisy,noisy,True,3,tau0.20_single,0,,
DItMD_noisy,noisy,True,3,tau0.20_sustained3,0,,
DItMD_noisy,noisy,True,3,tau0.30_single,0,,
DItMD_noisy,noisy,True,3,tau0.30_sustained3,0,,
DItMD_noisy,noisy,True,3,knee,3,,
DItMD_noisy,noisy,True,5,tau0.10_single,0,,
DItMD_noisy,noisy,True,5,tau0.10_sustained3,0,,
DItMD_noisy,noisy,True,5,tau0.15_single,0,,
DItMD_noisy,noisy,True,5,tau0.15_sustained3,0,,
DItMD_noisy,noisy,True,5,tau0.20_single,0,,
DItMD_noisy,noisy,True,5,tau0.20_sustained3,0,,
DItMD_noisy,noisy,True,5,tau0.30_single,0,,
DItMD_noisy,noisy,True,5,tau0.30_sustained3,0,,
DItMD_noisy,noisy,True,5,knee,1,,
DItMD_noisy,noisy,True,7,tau0.10_single,0,,
DItMD_noisy,noisy,True,7,tau0.10_sustained3,0,,
DItMD_noisy,noisy,True,7,tau0.15_single,0,,
DItMD_noisy,noisy,True,7,tau0.15_sustained3,0,,
DItMD_noisy,noisy,True,7,tau0.20_single,0,,
DItMD_noisy,noisy,True,7,tau0.20_sustained3,0,,
DItMD_noisy,noisy,True,7,tau0.30_single,0,,
DItMD_noisy,noisy,True,7,tau0.30_sustained3,0,,
DItMD_noisy,noisy,True,7,knee,1,,
DItMD_noisy,noisy,True,9,tau0.10_single,0,,
DItMD_noisy,noisy,True,9,tau0.10_sustained3,0,,
DItMD_noisy,noisy,True,9,tau0.15_single,0,,
DItMD_noisy,noisy,True,9,tau0.15_sustained3,0,,
DItMD_noisy,noisy,True,9,tau0.20_single,0,,
DItMD_noisy,noisy,True,9,tau0.20_sustained3,0,,
DItMD_noisy,noisy,True,9,tau0.30_single,0,,
DItMD_noisy,noisy,True,9,tau0.30_sustained3,0,,
DItMD_noisy,noisy,True,9,knee,1,,
DItMD_residual_noisy,noisy,True,0,tau0.10_single,0,,
DItMD_residual_noisy,noisy,True,0,tau0.10_sustained3,0,,
DItMD_residual_noisy,noisy,True,0,tau0.15_single,0,,
DItMD_residual_noisy,noisy,True,0,tau0.15_sustained3,0,,
DItMD_residual_noisy,noisy,True,0,tau0.20_single,0,,
DItMD_residual_noisy,noisy,True,0,tau0.20_sustained3,0,,
DItMD_residual_noisy,noisy,True,0,tau0.30_single,0,,
DItMD_residual_noisy,noisy,True,0,tau0.30_sustained3,0,,
DItMD_residual_noisy,noisy,True,0,knee,3,,
DItMD_residual_noisy,noisy,True,3,tau0.10_single,0,,
DItMD_residual_noisy,noisy,True,3,tau0.10_sustained3,0,,
DItMD_residual_noisy,noisy,True,3,tau0.15_single,0,,
DItMD_residual_noisy,noisy,True,3,tau0.15_sustained3,0,,
DItMD_residual_noisy,noisy,True,3,tau0.20_single,0,,
DItMD_residual_noisy,noisy,True,3,tau0.20_sustained3,0,,
DItMD_residual_noisy,noisy,True,3,tau0.30_single,0,,
DItMD_residual_noisy,noisy,True,3,tau0.30_sustained3,0,,
DItMD_residual_noisy,noisy,True,3,knee,3,,
DItMD_residual_noisy,noisy,True,5,tau0.10_single,0,,
DItMD_residual_noisy,noisy,True,5,tau0.10_sustained3,0,,
DItMD_residual_noisy,noisy,True,5,tau0.15_single,0,,
DItMD_residual_noisy,noisy,True,5,tau0.15_sustained3,0,,
DItMD_residual_noisy,noisy,True,5,tau0.20_single,0,,
DItMD_residual_noisy,noisy,True,5,tau0.20_sustained3,0,,
DItMD_residual_noisy,noisy,True,5,tau0.30_single,0,,
DItMD_residual_noisy,noisy,True,5,tau0.30_sustained3,0,,
DItMD_residual_noisy,noisy,True,5,knee,2,,
DItMD_residual_noisy,noisy,True,7,tau0.10_single,0,,
DItMD_residual_noisy,noisy,True,7,tau0.10_sustained3,0,,
DItMD_residual_noisy,noisy,True,7,tau0.15_single,0,,
DItMD_residual_noisy,noisy,True,7,tau0.15_sustained3,0,,
DItMD_residual_noisy,noisy,True,7,tau0.20_single,0,,
DItMD_residual_noisy,noisy,True,7,tau0.20_sustained3,0,,
DItMD_residual_noisy,noisy,True,7,tau0.30_single,0,,
DItMD_residual_noisy,noisy,True,7,tau0.30_sustained3,0,,
DItMD_residual_noisy,noisy,True,7,knee,1,,
DItMD_residual_noisy,noisy,True,9,tau0.10_single,0,,
DItMD_residual_noisy,noisy,True,9,tau0.10_sustained3,0,,
DItMD_residual_noisy,noisy,True,9,tau0.15_single,0,,
DItMD_residual_noisy,noisy,True,9,tau0.15_sustained3,0,,
DItMD_residual_noisy,noisy,True,9,tau0.20_single,0,,
DItMD_residual_noisy,noisy,True,9,tau0.20_sustained3,0,,
DItMD_residual_noisy,noisy,True,9,tau0.30_single,0,,
DItMD_residual_noisy,noisy,True,9,tau0.30_sustained3,0,,
DItMD_residual_noisy,noisy,True,9,knee,1,,
IcItMD_ItMD_noisy,noisy,False,0,tau0.10_single,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,0,tau0.10_sustained3,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,0,tau0.15_single,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,0,tau0.15_sustained3,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,0,tau0.20_single,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,0,tau0.20_sustained3,5,3.0,2.0
IcItMD_ItMD_noisy,noisy,False,0,tau0.30_single,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,0,tau0.30_sustained3,5,3.0,2.0
IcItMD_ItMD_noisy,noisy,False,0,knee,1,3.0,-2.0
IcItMD_ItMD_noisy,noisy,False,3,tau0.10_single,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,3,tau0.10_sustained3,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,3,tau0.15_single,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,3,tau0.15_sustained3,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,3,tau0.20_single,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,3,tau0.20_sustained3,5,3.0,2.0
IcItMD_ItMD_noisy,noisy,False,3,tau0.30_single,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,3,tau0.30_sustained3,5,3.0,2.0
IcItMD_ItMD_noisy,noisy,False,3,knee,1,3.0,-2.0
IcItMD_ItMD_noisy,noisy,False,5,tau0.10_single,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,5,tau0.10_sustained3,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,5,tau0.15_single,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,5,tau0.15_sustained3,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,5,tau0.20_single,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,5,tau0.20_sustained3,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,5,tau0.30_single,5,3.0,2.0
IcItMD_ItMD_noisy,noisy,False,5,tau0.30_sustained3,5,3.0,2.0
IcItMD_ItMD_noisy,noisy,False,5,knee,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,7,tau0.10_single,0,3.0,-3.0
IcItMD_ItMD_noisy,noisy,False,7,tau0.10_sustained3,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,7,tau0.15_single,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,7,tau0.15_sustained3,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,7,tau0.20_single,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,7,tau0.20_sustained3,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,7,tau0.30_single,5,3.0,2.0
IcItMD_ItMD_noisy,noisy,False,7,tau0.30_sustained3,5,3.0,2.0
IcItMD_ItMD_noisy,noisy,False,7,knee,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,9,tau0.10_single,3,3.0,0.0
IcItMD_ItMD_noisy,noisy,False,9,tau0.10_sustained3,3,3.0,0.0
IcItMD_ItMD_noisy,noisy,False,9,tau0.15_single,3,3.0,0.0
IcItMD_ItMD_noisy,noisy,False,9,tau0.15_sustained3,3,3.0,0.0
IcItMD_ItMD_noisy,noisy,False,9,tau0.20_single,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,9,tau0.20_sustained3,4,3.0,1.0
IcItMD_ItMD_noisy,noisy,False,9,tau0.30_single,5,3.0,2.0
IcItMD_ItMD_noisy,noisy,False,9,tau0.30_sustained3,5,3.0,2.0
IcItMD_ItMD_noisy,noisy,False,9,knee,13,3.0,10.0
ItMD_ItMD_noisy,noisy,False,0,tau0.10_single,2,,
ItMD_ItMD_noisy,noisy,False,0,tau0.10_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,0,tau0.15_single,2,,
ItMD_ItMD_noisy,noisy,False,0,tau0.15_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,0,tau0.20_single,2,,
ItMD_ItMD_noisy,noisy,False,0,tau0.20_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,0,tau0.30_single,2,,
ItMD_ItMD_noisy,noisy,False,0,tau0.30_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,0,knee,2,,
ItMD_ItMD_noisy,noisy,False,3,tau0.10_single,2,,
ItMD_ItMD_noisy,noisy,False,3,tau0.10_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,3,tau0.15_single,2,,
ItMD_ItMD_noisy,noisy,False,3,tau0.15_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,3,tau0.20_single,2,,
ItMD_ItMD_noisy,noisy,False,3,tau0.20_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,3,tau0.30_single,2,,
ItMD_ItMD_noisy,noisy,False,3,tau0.30_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,3,knee,2,,
ItMD_ItMD_noisy,noisy,False,5,tau0.10_single,2,,
ItMD_ItMD_noisy,noisy,False,5,tau0.10_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,5,tau0.15_single,2,,
ItMD_ItMD_noisy,noisy,False,5,tau0.15_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,5,tau0.20_single,2,,
ItMD_ItMD_noisy,noisy,False,5,tau0.20_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,5,tau0.30_single,2,,
ItMD_ItMD_noisy,noisy,False,5,tau0.30_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,5,knee,2,,
ItMD_ItMD_noisy,noisy,False,7,tau0.10_single,1,,
ItMD_ItMD_noisy,noisy,False,7,tau0.10_sustained3,1,,
ItMD_ItMD_noisy,noisy,False,7,tau0.15_single,1,,
ItMD_ItMD_noisy,noisy,False,7,tau0.15_sustained3,1,,
ItMD_ItMD_noisy,noisy,False,7,tau0.20_single,2,,
ItMD_ItMD_noisy,noisy,False,7,tau0.20_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,7,tau0.30_single,2,,
ItMD_ItMD_noisy,noisy,False,7,tau0.30_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,7,knee,2,,
ItMD_ItMD_noisy,noisy,False,9,tau0.10_single,0,,
ItMD_ItMD_noisy,noisy,False,9,tau0.10_sustained3,0,,
ItMD_ItMD_noisy,noisy,False,9,tau0.15_single,0,,
ItMD_ItMD_noisy,noisy,False,9,tau0.15_sustained3,0,,
ItMD_ItMD_noisy,noisy,False,9,tau0.20_single,1,,
ItMD_ItMD_noisy,noisy,False,9,tau0.20_sustained3,1,,
ItMD_ItMD_noisy,noisy,False,9,tau0.30_single,2,,
ItMD_ItMD_noisy,noisy,False,9,tau0.30_sustained3,2,,
ItMD_ItMD_noisy,noisy,False,9,knee,3,,
